"SongNumber","Title","ArtistName","AlbumName","ArtistLatitude","ArtistLongitude","ArtistLocation","Duration","Loudness","Hotness","Tempo","Year","KeySignature","KeySignatureConfidence","TimeSignature","TimeSignatureConfidence"
2618,"Driving Home For Christmas","Chris Rea","The Road To Hell Part 2",,,"Middlesbrough England",241.162,-8.531,0.7677277484,180.149,1986,9,0.222,4,0
2619,"Forming","The Germs","Germicide",34.05349,-118.24532,"Los Angeles CA",206.05342,-11.506,"nan",133.144,1977,11,0.641,1,0
2620,"Tous Les Garçons Et Les Filles","Eurythmics","Be Yourself Tonight",51.50632,-0.12714,"London England",207.0722,-6.629,0.3829350901,84.164,1985,0,0.442,4,0.853
2621,"Mafuá","Yamandu Costa","Mafuá",,,,190.04036,-14.179,"nan",205.317,0,2,0.105,4,0
2622,"Too Much Saturn","Francis Dunnery","Hometown 2001",54.48303,-3.53444,"Egremont Cumbria England",300.79955,-13.33,0.6104742578,124.175,1995,7,0.666,4,0.698
2623,"Deform (live)","The Berzerker","The Berzerker",-37.81753,144.96715,"Melbourne Australia",165.61587,-6.222,0,174.287,2000,1,0.108,3,0.132
2624,"An ti chans'","Edith Lefel","Jeux de dames_ vol. 1 (réalisation Ronald Rubinel)",,,,276.50567,-4.638,0,101.972,0,0,0.29,4,1
2625,"Wicker Chair","Kings Of Leon","Holy Roller Novocaine",36.16778,-86.77836,"Nashville Tennessee",187.92444,-5.907,0.6859402267,116.823,2003,0,0.612,4,0.347
2626,"Palmer enquête","Alexandre Desplat","L'enquête corse - bof",,,,70.26893,-16.942,"nan",128.173,2004,7,0.417,4,0.189
2627,"Yesterdays","Percy Faith","A Jerome Kern Songbook",43.64856,-79.38533,"Toronto Ontario Canada",160.28689,-15.578,"nan",86.141,0,0,0.837,4,0.77
2628,"Walk Away","Tantric","Mind Control",,,,177.24036,-1.843,0.4471357963,106.698,2009,2,0.796,1,0.792
2629,"Oh Look Misery","Blind Blake & The Royal Victoria Hotel Calypsos","Bahamian Songs",30.33138,-81.6558,"Jacksonville FL",151.53587,-7.108,0,101.492,0,7,0.497,4,1
2630,"La Plus Bath Des Javas","Yvette Horner","L'essentiel 2003",,,,148.03546,-6.893,"nan",162.385,0,7,0.881,1,0
2631,"Mountains Of Mourne","The Irish Tenors","Live From Dublin",,,,100.85832,-19.794,0,152.258,0,10,0.045,4,0.487
2632,"Smile","Xcultures","One World One People",,,,38.3473,-16.006,0.214253449,107.177,2000,9,0.054,7,0.545
2633,"Ever Be","Korn","Untitled",,,"Bakersfield CA",288.49587,-5.912,"nan",160.022,2007,10,0.439,3,0.719
2634,"Loco (Crazy)","Little Joe","Nuestra Tradición",,,,239.01995,-10.274,"nan",106.398,0,5,0.606,3,1
2635,"Teacher's Pet","Extreme","Extreme",,,,181.55057,-9.334,0.6217655825,120.097,0,1,0.306,4,0.194
2636,"Go To Hell","Prozak","Tales From The Sick",51.50632,-0.12714,"London",173.24363,-6.021,0.6068163272,88.835,0,8,0.364,4,0.854
2637,"Shadows That Move","Mastodon","Call of the Mastodon",,,"Atlanta GA",233.58649,-3.937,0.784194616,89.78,2001,2,0.604,4,0
2638,"Atmosphere Station","James Horner","Aliens - The Deluxe Edition",34.05349,-118.24532,"Los Angeles CA",191.81669,-38.525,0.5452302939,90.084,1986,9,0.137,1,0.342
2639,"Moon River - Original","Jerry Butler","Jerry Butler Selected Hits Vol. 4",33.54243,-90.53727,"Sunflower MS",155.74159,-13.135,0,105.24,0,2,0.426,4,0
2640,"Kite Live from Sydney","U2","Window In The Skies",,,"Dublin Ireland",485.19791,-7.614,"nan",134.083,2007,3,0.878,4,0.662
2641,"Big Stax/High Volts (Album Version)","Grant Geissman","Time Will Tell",30.24216,-89.60586,"PEARLINGTON Mississippi",320.60036,-9.993,0,128.219,0,9,0.802,4,0.859
2642,"Iskorosten' (instr.)","Butterfly Temple","Za Solntsem Vsled",,,,100.5971,-10.777,"nan",159.895,0,8,0.246,5,0.298
2643,"Pulecenella 'e mò","Gloriana","Il meglio di Gloriana",36.16778,-86.77836,"Nashville TN.",179.06893,-17.522,0,161.054,0,0,0.437,4,0.67
2644,"Spaceman","The Killers","Hitzone 49",,,,284.3424,-6.546,"nan",151.953,2008,4,0.49,4,0.198
2645,"I See You","Grayson Capps","If You Knew My Mind",,,,242.18077,-13.012,"nan",186.886,2005,0,0,4,0.998
2646,"Anvi Viv?","Patrick St-Eloi","Zoukoulexion Vol.2",,,,310.41261,-5.922,0,180.017,0,2,0.811,4,0.465
2647,"Cuycha","Jorge Alfano","Inti: Mystical Music of the Andes",,,"Florida",166.76526,-21.515,0,51.142,0,9,0.506,1,0
2648,"Quiere Novio","D.A.R.","Lagrimas Negras",,,,220.73424,-7.216,"nan",90.997,0,2,0.542,4,1
2649,"Trouble in Mind","Rick Ross","Fireflies in the Rain",,,"Miami",199.8624,-9.713,"nan",75.634,0,7,0.344,4,0.387
2650,"And This Too Shall Pass","Stefon Harris","A Cloud Of Red Dust",,,,511.21587,-17.68,0.4086093844,134.83,0,1,0.162,4,0.804
2651,"Abstracto","Catupecu Machu","Simetría De Moebius",,,,322.35057,-9.285,0.3562019159,130.008,0,3,0,4,0.729
2652,"Dr. Bernice","Cracker","Cracker",,,"Richmond VA",380.86485,-19.164,0.5428987433,116.805,1992,2,0.063,3,0.659
2653,"Lo","Brice Kapel","Coloricocola",,,,225.61914,-4.097,"nan",79.468,0,11,0.552,1,0
2654,"Ugly MF","Asure","Zone Beyond Reality",,,,215.11791,-1.026,"nan",99.886,0,7,0.451,4,0.821
2655,"Bolivian Surf","Bersuit Vergarabat","Don Leopardo",-34.60852,-58.37354,"Buenos Aires",180.11383,-6.179,0.2707759989,126.531,1996,7,1,4,0.223
2656,"In His Name","White Heart","Hotline",,,,260.46649,-14.275,"nan",82.533,0,7,0,3,0.782
2657,"Preparation","Vangelis","Alexander (Original Motion Picture Soundtrack)",39.37413,22.95775,"Volos Greece",101.8771,-19.662,0.6461512338,125.028,2004,4,0,4,0
2658,"How Many More Years (LP Version)","John Hammond","Sooner Or Later",,,,196.362,-12.441,0.2617482419,105.36,2002,7,0.576,4,1
2659,"From the East","Charles Williams","Close Up",31.1689,-100.07715,"Texas",89.12934,-14.676,"nan",102.739,0,6,0,4,0.739
2660,"Calla","Mazz","Nuestras Mejores Canciones 17 *",,,,221.1522,-10.381,"nan",106.955,0,9,0.379,4,0
2661,"Garbage Dump","GG Allin","You Give Love a Bad Name",44.48721,-71.56889,"Lancaster NH",143.59465,-12.186,0.3829350901,140.97,1999,10,0.502,1,0.371
2662,"Zuo Li Bu An","Tanya Chua","Amphibian",,,,254.24934,-6.217,"nan",147.892,0,8,0.576,4,1
2663,"Father John Macleod's Jig","Natalie MacMaster","In My Hands",,,,175.49016,-10.359,0.4274465715,109.097,1999,2,0.687,3,0
2664,"Caray! (con Loquillo_ directo Enjoy 07)","Jaime Urrutia","En Joy",,,,214.43873,-5.97,"nan",133.01,0,5,0.221,4,0.969
2665,"Cutting Edge","The Cutting Edge","The Cutting Edge",34.05349,-118.24532,"California - LA",481.07057,-13.075,0,147.173,0,1,0.07,4,0.568
2666,"Lo and Beholden","Patti Smith","Gung Ho",41.88415,-87.63241,"Chicago IL",283.19302,-8.342,0.680554011,97.147,2000,2,0.096,4,0.632
2667,"Please Come Home For Christmas**","Southside Johnny Lyon","Home Alone - Soundtrack",,,,160.93995,-23.94,0.3277366832,94.938,0,4,0.353,3,1
2668,"Please Listen To My Demo","EPMD","Unfinished Business (Explicit)",,,"allentown Pennsylvania USA",181.39383,-11.199,"nan",122.838,1989,7,0.437,1,0.87
2669,"Passin' The Faith Along","Gaither Vocal Band","Passin' The Faith Along",,,,180.92363,-9.324,0.4385450286,86.249,0,7,0.816,4,0.701
2670,"Keep on dancin' (Last man standin')","Alex Gopher","Wuz",,,,684.79955,-12.114,"nan",125.147,0,7,0.365,3,1
2671,"Three Little Fishes","Frankie Howard","Stars of Radio & Television",,,,198.73914,-18.75,0,165.903,0,8,0.71,5,0.749
2672,"Musical 69","Pepper","Pink Crustaceans and  Good Vibrations",,,"Kona HI",172.87791,-5.935,"nan",98.173,2008,9,0.703,3,0.74
2673,"Belle Isle Players","Starski and Clutch","Belle Isle Players",,,,239.80363,-13.248,"nan",165.252,0,1,0.01,4,0.877
2674,"Rocket","The Smashing Pumpkins","Siamese Dream",41.88415,-87.63241,"Chicago IL",246.93506,-11.253,0.7137499442,115.938,1993,0,1,3,0.733
2675,"Amor Siciliano","Juan Carlos Baglietto","Corazon De Barco",,,,225.33179,-11.06,0.2490657949,86.794,0,0,0.612,4,0.07
2676,"Submit","Freakhouse","Freakhouse",42.21464,-72.59378,"South Hadley Massachusetts USA",204.06812,-3.638,0,78.019,0,7,0.466,3,0.984
2677,"Hard Times (feat. Floyd Jones)","Sunnyland Slim","The Walking Cycloon",,,"Vance MS",148.47955,-14.101,0.2150803185,106.545,0,9,0.658,1,0
2678,"Say Say Say (Waiting 4 U) (Tocadisco's Not Guilty Remix)","Hi-Tack","Say Say Say (Waiting 4 U)",,,,345.96526,-7.908,0.3231121209,129.146,2006,7,0.395,4,0
2679,"Steel Guiter Stomp","Hank Penny","Country Hits Vol. 5",33.52029,-86.8115,"Birmingham AL",170.47465,-12.361,"nan",117.726,2008,1,0.142,4,0.852
2680,"Dido","Kékélé","Rumba Congo",,,,264.12363,-6.112,0.3347065491,139.243,2001,9,0.62,5,1
2681,"I Don't Want Your Love","Dealership","Action / Adventure",,,,103.52281,-7.403,0.3551393022,107.002,2004,10,0.691,4,0.518
2682,"Miss Ohio's Nameless","Why?","Sanddollars EP",39.10644,-84.50469,"Cincinnati OH",173.68771,-6.913,0.5746932971,132.462,0,0,0.719,1,0.069
2683,"Get Down","Amil","All Money Is Legal",40.71455,-74.00712,"New York NY",269.19138,-6.875,0.3347065491,90.894,2000,7,0.397,4,0.724
2684,"Abilene","The Highwaymen","One More Time!",39.75911,-84.19444,"Dayton OH",277.83791,-20.803,0.2514078782,154.188,0,7,1,3,1
2685,"L4-L5","Amilcar","Vacuuming The Forest",27.9758,-81.54106,"Florida",277.7073,-14.631,0,87.882,0,0,0.443,1,0
2686,"Si Tu Veux Le Savoir","Marc Lavoine","C'Est Ca Lavoine",48.69173,2.29005,"Longjumeau France",190.6673,-13.354,"nan",140.424,1995,4,0.795,4,0.657
2687,"Don't Upset The Rhythm (Go Baby Go)","Noisettes","Clubland 15",,,,218.46159,-3.936,"nan",145.1,2009,3,0.573,4,0.705
2688,"On The Rhyme (Featuring DJ Pete Miser)","Pete Miser","What It Be...",40.71455,-74.00712,"NY - New York City",224.02567,-9.559,0.1926477122,179.965,0,7,0.625,4,0.066
2689,"Burma Diginin Eger Er","Grup Knar","Anadolu Ermeni Halk Müzigi",,,,106.63138,-10.709,"nan",156.239,0,5,0.396,3,1
2690,"Long Live The Party","Andrew W.K.","The Wolf",,,"New York NY",240.40444,-4.008,0.6354178563,191.144,2003,4,0.209,4,0.474
2691,"Stop! [Demo]","Jane's Addiction","A Cabinet Of Curiosities",,,"Los Angeles CA",240.01261,-7.915,0.3725300394,123.015,0,9,0.675,4,0.53
2692,"Zi You Zi Zai","Stephy Tang","Fantasy",,,,205.06077,-9.151,"nan",148.252,2006,0,0.479,1,0
2693,"Movin On","Katie Armiger","Believe",,,,204.22485,-5.231,0.4274465715,150.085,0,9,0.388,4,0.064
2694,"Alright_ Alright_ Alright","Mungo Jerry","Glam Slam!",,,,167.26159,-9.698,"nan",175.048,0,0,0.192,4,0.868
2695,"1. Allegro","Eduardo Fernandez / Norbert Blume / English Chamber Orchestra / George Malcolm","Ultimate Baroque",,,,341.05424,-25.127,"nan",131.816,0,2,0.32,1,0
2696,"Il Y A Des Anges","Line Renaud","Les Années Chansons",,,,140.30322,-12.755,0,117.537,1994,1,0.171,3,0.836
2697,"I Put A Spell On You","Maysa","A Woman In Love",,,,313.93914,-8.316,0.3759843015,101.439,0,6,0.651,3,0.416
2698,"If You're A Viper (LP Version)","Jim Kweskin","Rhino Hi-Five: Bluegrass and Jug Bands",41.05182,-73.54223,"Stamford CT",122.33098,-12.528,0.2579500638,182.773,0,4,0,1,0
2699,"Voices Of Other Times","Brian Auger's Oblivion Express","Closer To It!",,,,360.30649,-12.601,0.3759843015,107.053,1999,0,0.03,4,0.813
2700,"Junkies 1984","Kommunity FK","The Krypt_ Los Angeles_ CA 1984",,,,213.75955,-6.667,0,91.312,0,3,0.311,1,0.187
2701,"Crow Killer","Unearth","The March",,,,197.25016,-5.071,0.6460422707,77.399,2008,7,0.76,4,0.415
2702,"Cattle Call","Slim Whitman","Rose Marie",27.94653,-82.45927,"Tampa FL",152.42404,-11.271,"nan",106.637,1993,0,0.359,3,0.371
2703,"No Buts - No Maybes","Professor Longhair","The Very Best of Professor Longhair",30.79062,-89.8643,"Bogalusa LA",127.37261,-7.992,0.4274465715,164.648,1993,3,0.773,4,1
2704,"Wake Me Up","Richi M.","Perfect World",,,,590.00118,-8.729,"nan",136.826,1998,1,0.16,4,0.495
2705,"A Simple Desultory Philippic (Or How I Was Robert McNamara'd Into Submission)","Simon & Garfunkel","The Collection",,,"Forest Hills Queens New York City NY USA",138.70975,-10.222,"nan",181.41,1966,2,0.97,4,0.008
2706,"Where Do The Children Play? (LP Version)","Big Mountain","Resistance",37.27188,-119.27023,"California",216.05832,-7.885,"nan",149.169,0,2,0.543,4,0.315
2707,"Dance","Tim Hughes","Happy Day",49.38426,-84.75627,"CANADA - Ontario",268.2771,-7.205,0.6998677427,145.962,2007,0,0.701,4,1
2708,"Three Wheel Cadillac","Foghat","Zig Zag Walk",40.71455,-74.00712,"London England",235.75465,-6.961,"nan",187.314,1983,9,0.547,4,0
2709,"Come On (Pt. III)","Stevie Ray Vaughan And Double Trouble","Srv",32.77815,-96.7954,"Dallas TX",256.13016,-9.716,"nan",158.136,0,4,0.191,1,0
2710,"Sinnloz/ Anakonda (live)","Der Moderne Man","Drama_ Spiel und Blut (Das Archiv Teil 1)",,,,195.18649,-8.702,"nan",148.244,0,5,0.108,4,0
2711,"Ayer","El Gran Silencio","Super Riddim Internacional Volumen 1",,,,300.09424,-6.195,0.2538347361,143.947,0,7,0.156,4,0.793
2712,"A Little Louder","DJ Icey","A Little Louder / Dreams",27.9758,-81.54106,"Florida",325.98159,-6.705,"nan",132.986,2003,11,0.062,4,0.333
2713,"Misty","King Curtis","Azure",32.74863,-97.32925,"Fort Worth TX",169.01179,-18.199,"nan",43.211,0,5,0.462,4,0
2714,"Kudian Kudian","Babbu Maan","Neendran",,,,227.7873,-7.159,0,94.986,0,4,0.518,4,0.48
2715,"Prick For President","Yuppie Pricks","Broker's Banquet",,,"Austin",134.50404,-1.83,0,106.662,0,11,0.647,4,0
2716,"Locust Street (Album Version)","The Black Crowes","Warpaint Live",,,"Atlanta GA",254.74567,-7.183,"nan",98.176,0,7,0.359,1,0.021
2717,"The Main Thing (LP Version)","Scott Krippayne","Wild Imagination",38.8991,-77.029,"Washington",230.00771,-7.82,0,96,0,1,0.073,4,0.145
2718,"Ave Maria","Erik Berglund","Somewhere",31.1689,-100.07715,"Texas",354.66404,-9.473,"nan",79.632,0,10,0.837,5,0.475
2719,"Get F#%ked Up","Chapta_ Stage McCloud_ SupaStarr & Tony Manshino","Street Money Vol. 1",,,,274.38975,-4.733,0,78.612,0,10,0.75,3,1
2720,"Why_ Now Baby?","Red Stick Ramblers","My Suitcase Is Always Packed",30.22032,-92.01705,"Lafayette/Baton Rouge LA",194.0371,-9.265,0,101.235,2000,2,0.773,1,0
2721,"Alter Mann","Der Plan","Die Peitsche Des Lebens",,,,136.82893,-15.478,0,54.468,0,9,0.002,4,1
2722,"You Are!","Christian Quast","You Are! Remix Box",,,,466.33751,-13.431,"nan",125.049,0,6,0.911,4,0.878
2723,"On My Own (LP Version)","Debra Laws","Very Special",29.76045,-95.36978,"Houston TX",257.48853,-8.219,0.2396290978,119.697,0,0,0.146,4,0.554
2724,"Arabian Night","The Monroes","Sunday People",,,,219.61098,-4.07,0,132.369,1983,4,0.655,4,0.206
2725,"Take It","Cassidy","Hotel",,,"Philadelphia PA",180.11383,-6.866,0.2707759989,114.959,0,7,0.893,4,0.927
2726,"You Made Me The Thief Of Your Heart","The Shamrock Singers","The Best Of Ireland Today - 18 Smash Hits",,,,393.76934,-14.383,"nan",106.865,0,6,0.741,4,0.938
2727,"The Cross That Bears His Name","Cheri Keaggy","Child of the Father",,,,262.24281,-14.173,"nan",97.977,1994,7,0.659,7,0.15
2728,"Love Ain't Nothing But a Business Goin On","Junior Parker","Funny How Time Slips Away",34.19451,-90.5651,"Clarksdale MS",202.55302,-16.238,0.3589765264,151.273,0,0,0.835,4,0.345
2729,"Digital [Live at Birmingham University] [2007 Re-mastered]","Joy Division","Still [Collector's Edition]",,,,218.56608,-12.941,0.4471357963,162.394,0,2,0.656,4,0
2730,"Jesus Is Coming Soon","Blind Willie Johnson","The Complete Blind Willie Johnson",31.30627,-96.89774,"Marlin TX",193.20118,-17.85,"nan",139.866,1989,7,0.388,1,0
2731,"Kimisou Palikari (TH' Allaxi To Feggari) (2004 Digital Remaster)","Viki Mosholiou","Thalassina Feggaria",,,,274.80771,-10.688,"nan",91.919,0,1,0.681,3,0.643
2732,"Bite Back","The All-American Rejects","Dirty Little Secret",,,"Stillwater OK",279.71873,-5.071,0.5578803889,147.998,2005,9,0.741,4,0.168
2733,"Show Me Your Teeth (Radio Edit)","Year Long Disaster","Show Me Your Teeth (Radio Edit)",34.05349,-118.24532,"Los Angeles CA",228.15302,-4.671,0.2565745157,113.978,0,0,0.122,4,1
2734,"Pop dat shit","DJ Omega","DJ Omega Classics Part 2",,,,217.05098,-14.363,"nan",160.043,0,7,0.2,4,0
2735,"Sfm","Basement Jaxx","Rooty",,,"London England",161.85424,-4.665,0.5954787482,130.862,2001,7,0.057,7,1
2736,"All Shook Up","Smidi Beats","Las Vegas Number 1 Producer",38.50205,-117.02258,"Nevada",199.18322,-14.497,0,98.128,0,6,0.498,4,1
2737,"Long Distance Moan","Blind Lemon Jefferson","Penitentiary Blues",31.1689,-100.07715,"Couchman TX",201.79546,-28.197,"nan",106.798,2007,10,0.652,1,0.086
2738,"Hawaii Blues (Album Version)","Commander Cody And His Lost Planet Airmen","Commander Cody & His Lost Planet Airmen",,,,185.44281,-8.353,"nan",123.713,0,4,0.449,4,0.054
2739,"Heaven's In New York","Wyclef Jean","CARNIVAL VOL. II Memoirs of an Immigrant",,,"Croix-des-Bouquets  Haiti",287.50322,-6.748,"nan",85.964,2007,6,0.945,4,0.845
2740,"Miserere: XVII. Quoniam Si Voluisses","Dan Shen_ Gruppo Vocale Cantemus_ Ensemble Airone_ Luigi Marzola","Musica Sacra Nella Napoli del '700",,,,56.71138,-25.063,"nan",47.421,0,11,0.467,1,0
2741,"Oh Serena","The Distillers","The Distillers",37.16793,-95.84502,"L.A 	California Estados Unidos ",152.68526,-4.048,0.7670748422,162.727,2000,3,0.252,4,0.336
2742,"Screen Kiss","Thomas Dolby","Retrospectacle - The Best Of Thomas Dolby",30.08374,31.25536,"Cairo Egypt",328.72444,-17.428,0.6474542105,88.928,1984,11,0.192,4,0.685
2743,"Bateu No Paladar","Moraes Moreira","A Arte De Moraes Moreira",,,,249.23383,-7.622,"nan",215.595,0,11,0.356,3,0.165
2744,"Goofus","Les Paul_ Mary Ford","Isle of Golden Dreams - Capital Years (1948 - 1952)",,,,158.40608,-8.148,"nan",200.562,0,11,0.288,1,0
2745,"Sixth of June","It Dies Today","Sirens",,,"Buffalo NY",184.24118,-3.337,0.7084867188,160.126,2007,6,0.615,4,0.122
2746,"Second Chances feat. Bilal & Darien Brockington","Little Brother","LeftBack",,,"Durham NC",245.28934,-7.534,0.6753342101,100.415,2010,11,0.542,4,1
2747,"To Diazigio","Vaggelis Perpiniadis","Anthologia - Kostas Virvos",,,,174.52363,-10.42,"nan",108.556,0,2,0,1,0.099
2748,"Les Corps Glorieux (7 Visions De La Vie Des Ressuscités) (1939) : VII Le Mystère De La Sainte-Trinité","Olivier Messiaen","Messiaen Oeuvres Orgue",,,,462.0273,-42.472,"nan",131.619,0,2,0.878,4,0.706
2749,"Travellin' On","Charlie Byrd Trio","I've Got the World On a String",,,,267.4673,-21.115,"nan",161.694,0,7,0.403,1,0
2750,"Fall In Love","Glen Ricks","Fall In Love",,,,218.87955,-11.442,"nan",84.994,0,4,0,4,0.527
2751,"Autores Anonimos","Chango Spasiuk","Polkas de mi Tierra",-37.0907,-63.58481,"Argentina",36.20526,-19.65,0.2490657949,84.212,1998,5,0.093,1,0.904
2752,"Family Galaxy","Tim Exile","Listening Tree",,,,305.55383,-6.628,0.5500083601,116.795,2009,10,0.255,4,0.772
2753,"El Gallo Y La Vaca","Richie Ray & Bobby Cruz","Que Vuelva La Musica",,,,209.162,-2.348,"nan",109.505,2005,7,0.069,4,0.575
2754,"Flowers On The Wall","Herb Alpert And The Tijuana Brass","Lost Treasures: Rare And Unreleased",34.07292,-118.39981,"BEVERLY HILLS California",126.79791,-9.144,0,184.279,0,2,0.75,1,0.114
2755,"Rapture (Us Disco Version) (1999 Digital Remaster)","Blondie","Atomic/Atomix",,,"New York NY",431.75138,-10.448,"nan",215.006,0,0,0.077,4,0.336
2756,"Maria Morena","André Verchuren","Les Increvables N1",49.34463,2.40955,"Neuilly-sous-Clermont (Oise)",139.62404,-10.062,"nan",120.643,1989,0,0.771,1,0
2757,"Vals '89","Manolis Famellos & I Podilates","Manolis Famellos & I Podilates + 5 Anekdota Tragoudia",,,,162.58567,-11.719,"nan",94.301,0,0,0.01,3,0.912
2758,"The frog song","Alain-François","Vivant",,,,169.87383,-5.91,"nan",136.044,0,2,0.863,7,0.684
2759,"Belly Dancer (Bananza) Remix ft. Kardinal Offishall","Akon / Kardinal Offishall","Pot of Gold",,,"St. Louis MO",207.20281,-6.583,0,100.364,0,10,0.043,4,1
2760,"Deep Blue Sea (Daniel Rossen home recording)","Grizzly Bear","Friend EP",40.65507,-73.94888,"Brooklyn NY",351.50322,-14.372,"nan",85.003,2008,9,0.11,4,0.675
2761,"La vérité","Annie Blanchard","Sur l'autre rive",,,,252.44689,-10.021,0,113.287,2007,5,0.622,4,0.73
2762,"Un Petit Cabanon Pas Plus Grand Qu'Un Mouchoir De Poche","Darcelys","Chansons De France",,,,152.842,-15.412,"nan",166.935,0,0,0.455,3,0.707
2763,"The Mission","Stephen Marley / Damian Marley","Mind Control",,,,273.89342,-7.842,0.4072330149,115.823,2008,9,0.483,4,0.607
2764,"Me Recuso","Gal Costa","Caras E Bocas",,,,252.02893,-17.225,0.3603705827,149.039,1977,9,0.88,4,0.429
2765,"In the Wordless Chamber","Emperor","Live Inferno",64.55653,12.66538,"Norway",334.68036,-5.315,"nan",169.423,0,0,0.432,3,0.297
2766,"Old Shep","Red Foley","25 Country Memories",,,"Blue Lick KY",192.80934,-10.697,"nan",38.443,1936,4,0.195,4,0
2767,"Garfield - A Tail Of Two Kitties: Mirror Dance","GARFIELD","Garfield - A Tail Of Two Kitties (OST)",,,"United States",53.86404,-22.386,"nan",81.646,0,10,0.089,3,0.836
2768,"Lametavolante","Facto Delafe y las flores azules","Facto Delafe y las flores azules VS El monstruo de las ramblas",,,,127.79057,-5.726,0.4719711718,194.012,2005,7,0.268,4,0.232
2769,"Ghost of the Ocean (Live)","Uriah Heep","Official Bootleg: Live At Sweden Rock Festival 2009",,,"London England",214.25587,-8.151,0.2501995579,149.921,0,7,0.037,4,0.025
2770,"Ammohostos","George Dalaras","Is Gin Enalian Kipron",,,,164.77995,-14.618,"nan",47.447,0,7,0.216,4,0.785
2771,"I Gave You Everything","Irma Thomas","The New Rules",30.43883,-90.44116,"Ponchatoula LA",173.26975,-13.332,0.3759843015,130.839,0,6,0.304,1,0.18
2772,"Come Out Into The Open","Neil Innes","Re-Cycled Vinyl Blues",51.77045,0.64255,"Essex England",222.87628,-9.85,"nan",140.069,1995,2,0.611,1,0
2773,"Tumble Down","Burning Spear","Jah Kingdom",,,"NY - Long Island",217.93914,-14.241,0.4072330149,101.799,1991,8,0.516,1,0.51
2774,"Meditacao","João Gilberto","Live In Tokyo",,,,333.89669,-32.331,0.3347065491,76.953,0,7,0,5,0.361
2775,"Electro nicpig","Electronic pig","Notorious P.I.G.",,,,218.53995,-6.513,"nan",137.938,2005,9,0.192,4,1
2776,"For The Singer Of R.E.M.","fIREHOSE","Sometimes",,,"Wisconsin",201.22077,-14.582,0,179.008,0,9,0.625,4,0.42
2777,"Irresistible","Jessica Simpson featuring Lil Bow Wow","This Is The Remix",,,"Dallas TX",215.66649,-6.288,"nan",93.08,2001,1,0.73,4,0.88
2778,"Ballad In Urgency","The Black Crowes","Amorica",,,"Atlanta GA",339.25179,-5.365,0.5940795854,117.706,1994,2,0.5,4,0.87
2779,"Take The Veil Cerpin Taxt","The Mars Volta","Deloused in the Comatorium",,,"Long Beach California",521.63873,-3.741,0.8247177708,174.792,2003,9,0.446,5,0.494
2780,"On Fait Ce Qu'on Peut","Uman","L'aventure C'est L'aventure",50.50101,4.47684,"Belgium",213.02812,-7.91,0,85.992,0,0,0,4,0.653
2781,"Mermaid","Grayson Capps","Wail & Ride",,,,236.59057,-9.072,"nan",132.684,2006,9,0.578,3,0
2782,"Everyday","James Taylor","Greatest Hits Volume 2",,,"London England",197.11955,-8.736,0.5600916033,101.967,0,4,0.296,4,0.041
2783,"What You Gonna Do - Original","Chris Farlowe","The R&B Years",,,"Essex England",181.36771,-9.917,"nan",103.342,0,11,0.378,4,0
2784,"He Wasn't Man Enough","Toni Braxton","The Essential Toni Braxton",,,"Severn MD",262.08608,-3.825,0.7963491565,175.959,2000,11,0.048,4,0.792
2785,"Aloha","Brice Kapel","Coloricocola",,,,297.09016,-4.107,"nan",128.229,0,7,0.454,4,0.251
2786,"It's All Because","Smash Palace","Fast_ Long_ Loud",,,"New Jersey",276.81914,-5.135,"nan",136.164,0,4,0.602,4,0.621
2787,"Parchman Farm (LP Version)","Cactus","Cactology ""The Cactus Collection",,,,186.69669,-5.872,0,133.227,0,7,0.31,1,0.132
2788,"With Tears In My Eyes","Wesley Tuttle","Fireball Mail - Country",38.08767,-102.61916,"Lamar CO",175.22893,-15.019,0.2658610492,71.705,1992,2,0.721,4,0.815
2789,"A Closure in Infinity","Goatwhore","Funeral Dirge for the Rotting Sun",29.95369,-90.07771,"New Orleans LA",224.86159,-5.559,0.4605412814,97.073,2003,7,0,1,0
2790,"Is It A Sin","Deepest Blue","Euphoria: A Decade of Trance Anthems",,,,514.45506,-6.368,0.6331973792,130.013,2004,6,0.437,1,0
2791,"When Jesus Comes Calling For Me","Dolly Parton","The Collection",,,"Locust Ridge TN",166.24281,-10.915,0.3016817567,139.981,1998,1,0.24,3,0.069
2792,"Under The Bayou Moon","Bob Cheevers","Texas To Tennessee",35.83073,-85.97874,"Tennessee",204.38159,-9.816,"nan",116.729,0,7,0.644,4,0.84
2793,"Hello","Jan Wayne","Hello",,,,381.28281,-5.62,"nan",127.968,2010,6,0.623,4,0
2794,"Dik N Ballz","DJ Deeon","The Digital Pimp Series Vol.1",,,,260.30975,-13.286,"nan",134.88,0,0,0,4,0.019
2795,"2.000 Kilometros","David Summers","David Summers",,,,247.77098,-16.104,"nan",111.063,1998,7,0.445,4,0.552
2796,"Simple Communication","Jimmy Riley","Harmony House Verse 2",,,,229.58975,-5.01,"nan",157.137,0,11,0.148,4,0.707
2797,"The Suit","Public Image Ltd","Metal Box",51.50632,-0.12714,"London England",209.3971,-23.949,0.7034022195,124.494,1979,8,0.341,4,0.137
2798,"Sunday Driver  (LP Version)","The Gufs","The Gufs",,,,232.41098,-6.138,0.2538347361,156.527,0,9,1,4,0.525
